State Name,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll %,Rejected Votes (Postal),Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes
Meghalaya,ST,2,1121817,1109452,3,2265008,5,3926,829827,871933,3,9264,1695616,0,76.0,1233,1785,16788,1665959,18
Kerala,SC,2,1301786,1398449,21,2638338,2576,9984,903579,982150,8,31139,1899900,9,71.0,4627,0,22100,1842646,21
NCT OF Delhi,Total,7,8180367,6851481,1242,15406737,644,12647,4830649,4042089,345,26680,8825212,0,59.0,2131,3391,46154,9021259,129
Madhya Pradesh,GEN,19,19255357,17771737,848,37765930,90,49309,13264451,11299927,394,83439,24141485,0,64.0,16247,7527,373395,24411863,101
Andhra Pradesh,Total,25,20084153,20745452,3450,41060784,8070,66875,16312752,17011369,1489,520234,34326326,197,82.0,39311,88666,405728,33227732,249
Tamil Nadu,Total,38,31096067,32327520,8318,62584984,3389,70669,21374523,22546400,2753,310353,43868716,0,71.0,45611,48411,460489,43241366,335
Assam,GEN,11,10545039,10192802,356,20729637,19,50274,8657853,8414418,62,100797,17313241,0,81.0,15384,23293,198472,16628903,117
Tripura,ST,1,704270,703472,13,1396376,0,4591,559824,547764,4,13485,1124092,0,81.0,967,767,18445,1105529,2
Odisha,GEN,13,10548919,10449884,2430,20670541,134,32250,7696589,7688446,524,89937,15356343,0,73.0,14101,36027,167544,15425761,129
Grand Total,Grand Total,541,505345340,477283670,48339,959858483,120189,1927287,325281365,313735751,13158,4343200,637879744,2914,65.0,537220,530054,6470994,629349116,9444
Maharashtra,SC,5,5015573,4632321,473,9533914,98,12655,3196949,2708210,141,20456,5920418,0,61.0,3510,3235,22187,5827466,226
West Bengal,SC,10,9635340,9119614,393,18303608,9,30668,7703107,7417986,132,75411,15602638,0,82.0,13130,7208,138541,15036815,50
Meghalaya,ST,2,1110421,1136543,3,2255922,5,3826,803873,884424,3,9449,1689253,0,75.0,1263,1828,16701,1691900,18
Tamil Nadu,GEN,31,25112850,26512451,7211,51409531,3070,63321,17316546,18214841,2302,260836,35251568,0,70.0,36763,25082,376911,34880983,262
Telangana,GEN,12,12666737,12351896,2003,24571044,3031,8779,7851219,8048689,610,155005,16127376,3,65.0,5770,9084,67524,16127354,53
Haryana,Total,10,10891766,9370471,459,20526514,734,110506,6995912,5872582,85,65737,12894230,36,64.0,14802,5379,43209,12965941,118
Tripura,GEN,1,747145,738857,55,1496595,0,6039,611239,591881,35,20684,1215308,0,82.0,2952,0,14566,1196642,0
Dadra & Nagar Haveli and Daman & Diu,Total,2,214045,199541,0,415469,63,23,151736,146159,0,529,297274,0,73.0,76,0,6126,291081,3
Arunachal Pradesh,Total,2,452688,462822,5,899092,0,5670,332752,354481,2,36938,742873,0,82.0,4032,1189,7148,718330,311
Jammu and Kashmir,GEN,5,4534507,4255230,167,8819499,0,75415,2656332,2418249,51,50446,5153919,0,59.0,8005,3572,34669,5156019,13
Tamil Nadu,GEN,32,25662482,25701365,7036,51490875,3082,62158,17327736,17937122,2234,256893,35526755,0,71.0,37838,24504,371471,35068046,262
Uttarakhand,SC,1,699001,663399,5,1352335,4,29163,302157,347956,2,22225,663963,0,49.0,5979,484,17168,661532,1
West Bengal,GEN,30,27558380,26971541,1313,53740079,212,75707,21127870,21120506,410,197262,43023872,0,78.0,28280,17764,353184,41977260,173
Uttar Pradesh,SC,17,17445544,15265513,1246,32273779,64,55506,9743069,8546062,134,58097,18612636,0,57.0,9821,7776,154398,18367793,3
Mizoram,ST,1,426789,444635,0,866878,0,5044,238875,244687,0,4652,491739,0,58.0,194,299,1880,485575,0
Gujarat,Total,25,25081125,23061765,1435,48620841,884,27462,15420900,13245464,443,309714,28694810,2,60.0,30180,15042,460754,28634474,112
West Bengal,SC,10,9525134,9162811,390,18327466,9,31204,7749697,7673035,135,77577,15525043,0,83.0,13094,7206,140074,15130837,51
Chhattisgarh,GEN,6,5863982,6034022,544,11833998,12,7649,4287139,4167071,133,20927,8349777,0,71.0,2415,12023,32134,8482918,145
Gujarat,Total,25,24862783,23484169,1461,48733257,885,27615,15378048,13156518,457,304103,29063775,2,60.0,30645,15203,457661,28993441,113
Arunachal Pradesh,Total,2,439331,458623,5,912749,0,5756,324858,354300,2,38099,731436,0,82.0,3993,1186,7317,708263,305
Sikkim,GEN,1,236802,233860,3,459104,0,2490,186122,181269,2,18629,392930,0,83.0,2570,1018,2513,381515,16
Maharashtra,SC,5,4941883,4722895,474,9564817,96,12646,3146047,2761503,142,20715,6051763,0,63.0,3601,3134,21890,5980340,221
Assam,Total,14,12243792,12166141,397,24443592,19,64845,10158216,10086152,74,126995,19881011,0,83.0,19754,38056,241841,20069186,122
Grand Total,Grand Total,551,505054604,471630210,48270,992114129,119134,1937448,333680650,314616942,12924,4291973,642867142,2948,66.0,545089,524704,6391481,628184360,9713
Puducherry,GEN,1,482150,547615,154,1043605,368,319,383517,435512,105,3649,820628,20,78.0,261,3296,9841,794361,5
Tripura,GEN,1,729523,742155,56,1441135,0,5899,599138,594901,35,20396,1227022,0,81.0,2923,0,14858,1214532,0
Mizoram,Total,1,427460,439627,0,870911,0,4973,245940,241350,0,4645,486359,0,57.0,195,295,1900,481360,0
Karnataka,GEN,21,20600013,20590873,3599,41514358,3101,41074,14807493,14530404,759,141603,29900610,0,71.0,23439,8297,169956,29489196,140
Meghalaya,ST,2,1118134,1121517,3,2265267,5,3953,804329,886715,3,9239,1728332,0,77.0,1236,1808,16950,1709841,18
Tamil Nadu,Total,38,31181600,31097662,8353,62864361,3368,71106,21347449,22266222,2717,311747,43666605,0,70.0,46394,48476,474092,43065224,333
Chhattisgarh,ST,4,3335460,3475194,157,6806458,3,10365,2593145,2590331,71,16054,5206481,0,75.0,2784,2256,98124,5088707,48
Assam,ST,2,1220342,1203845,26,2410818,0,11003,949285,964540,6,19137,1926699,0,82.0,2641,15126,30097,1889529,6
Assam,ST,2,1222654,1173290,26,2438493,0,10932,972380,951354,6,19197,1916881,0,82.0,2609,14722,29964,1879260,6
Gujarat,Total,25,24236651,23049294,1444,47785947,899,27547,15477227,13009720,449,311970,29329599,2,62.0,30590,15394,455383,28451397,115
Gujarat,GEN,19,18941609,17716522,1287,36313521,774,23415,11790943,9975734,384,250267,21723090,2,60.0,24965,9834,322040,21880033,96
Andaman & Nicobar Islands,GEN,1,165950,150967,4,314120,0,592,105206,97963,2,605,205567,0,65.0,83,0,1783,204047,0
Madhya Pradesh,GEN,19,19639762,18179090,860,37470422,89,49732,12865991,11069786,390,84326,24110826,0,65.0,16423,7342,376093,23734468,101
Grand Total,Grand Total,546,508083724,472691414,47477,977117636,117894,1934458,324066513,316603605,12800,4237002,651455368,2936,65.0,534005,525879,6246006,626651505,9682
Dadra & Nagar Haveli and Daman & Diu,Total,2,220065,205336,0,423656,65,23,150753,147113,0,541,301582,0,72.0,75,0,6227,290998,3
Telangana,GEN,12,12422227,12502514,2031,25287672,3089,8758,7976169,7845929,617,153794,16180168,3,64.0,5816,8837,68421,16160849,54
Uttar Pradesh,SC,17,17548701,15625441,1216,32869130,65,54589,9757405,8592941,134,58704,18482836,0,58.0,9655,7882,155437,18487603,3
Uttarakhand,GEN,4,3647110,3331127,288,7169909,45,64878,2129140,1996557,85,71159,4226577,0,59.0,14820,6171,36632,4142460,23
Jharkhand,GEN,8,8253869,7922743,369,16048600,122,25077,5139965,5359820,143,108215,10389526,0,66.0,6679,15489,91297,10445456,7
NCT OF Delhi,SC,1,1369719,1198078,264,2598127,28,1842,796904,687363,64,4974,1492053,0,57.0,330,2779,8979,1502425,17
Karnataka,Total,28,27906538,27887216,5074,55028960,3132,47241,19467248,18847943,1054,175022,38811753,0,70.0,28660,13241,220493,39131706,166
Assam,SC,1,696644,678876,24,1367064,0,4896,537247,546382,6,8350,1098926,0,81.0,1549,0,12561,1062655,0
Arunachal Pradesh,GEN,2,451321,459895,5,883167,0,5656,326706,360324,2,36936,739230,0,80.0,3894,1193,7168,714254,316
Maharashtra,Total,49,48141204,45312229,5719,92335040,5012,119092,30591566,26297118,1469,243638,57174827,17,62.0,29739,39592,418929,56403985,4201
Andhra Pradesh,Total,25,20550053,20857031,3481,40608020,7880,67790,16147132,17241990,1515,502853,33578040,192,83.0,39135,88101,395292,33507073,242
Telangana,GEN,12,12272815,12383775,2015,24734438,3069,8743,7839584,7897533,605,149297,16042195,3,66.0,5776,8809,67327,15994431,53
Madhya Pradesh,GEN,19,19309785,17970466,861,37135493,89,49140,12922635,11231107,381,84941,24354653,0,64.0,16246,7328,363002,24071061,101
Goa,GEN,2,574756,616074,12,1176044,84,299,437160,469337,9,11039,918205,0,76.0,901,0,11213,912806,22
Uttarakhand,SC,1,716322,665380,5,1369659,4,29179,299097,353374,2,22023,671164,0,49.0,6026,482,16799,648713,1
Tripura,GEN,1,750534,726267,55,1468794,0,5839,599419,594419,35,20465,1211552,0,84.0,2985,0,14509,1178408,0
Karnataka,GEN,21,20573597,20571164,3558,41397137,3067,40562,14572326,14461855,752,141073,29564454,0,71.0,23626,8259,170292,28697337,140
Meghalaya,Total,2,1115301,1123976,3,2273845,5,3946,802816,873586,3,9237,1743302,0,77.0,1272,1782,16694,1668456,18
Arunachal Pradesh,Total,2,444895,461409,5,887520,0,5697,329284,356801,2,37595,742116,0,80.0,3970,1183,7169,715636,311
Andhra Pradesh,ST,1,749908,805437,110,1548858,23,2556,562256,585283,0,23068,1151379,0,75.0,1320,0,49844,1129976,2
Uttarakhand,GEN,4,3747897,3367606,293,6993172,44,63457,2144504,2010929,85,71608,4116415,0,60.0,14602,6067,36149,4135587,23
Telangana,ST,2,1538141,1643565,191,3239558,103,3771,1145918,1188112,82,25173,2369821,0,73.0,1355,2052,18590,2339159,7
Nagaland,Total,1,659354,663644,0,1306974,0,7827,371447,375043,0,6135,779160,0,57.0,2379,3323,1642,755386,6
Manipur,ST,1,514348,529324,35,1055685,0,12224,393666,398317,10,6078,786503,0,77.0,581,2406,7121,788664,0
Madhya Pradesh,Total,29,29309319,27207420,1199,56343761,108,76153,20045646,17765170,567,123513,37354730,0,67.0,23069,8969,525769,37837779,161
Arunachal Pradesh,Total,2,437320,446822,5,914102,0,5801,335619,358360,2,37951,718589,0,83.0,4032,1157,7252,730053,316
Odisha,ST,5,3842064,3897110,687,7566181,37,9209,2883543,3035184,203,37308,6046821,0,78.0,6984,18212,145012,5746724,523
Himachal Pradesh,Total,4,2896062,2755548,36,5748219,34,66999,1997812,2031620,27,80128,4116809,0,70.0,9542,1626,23139,4088593,33
Jammu and Kashmir,Total,5,4469119,4226493,163,8828342,0,77465,2678664,2422142,52,51089,5233111,0,59.0,7980,3485,34641,5214383,13
Chhattisgarh,Total,11,10125665,10501574,719,20568398,15,20570,7621914,7520863,217,43609,15272637,0,73.0,5957,16530,133897,15141946,213
Uttarakhand,GEN,4,3755783,3310926,289,7035653,43,64290,2100375,2035802,84,70410,4195632,0,59.0,15036,6276,35963,4213043,23
Sikkim,Total,1,236870,232479,3,471718,0,2472,187395,186140,2,18398,392793,0,84.0,2588,1015,2495,381692,16
Manipur,Total,2,1003598,1035225,251,2047993,0,21493,764006,815586,117,17510,1631586,0,77.0,4843,7251,10811,1594967,12
Himachal Pradesh,Total,4,2908191,2752283,35,5605564,34,65245,1935049,2055065,27,79607,4077349,0,71.0,9614,1675,23134,4122184,33
Dadra & Nagar Haveli and Daman & Diu,GEN,1,68900,67606,0,133555,65,12,45269,46910,0,166,92765,0,70.0,38,0,984,91555,3
Bihar,Total,40,39761343,36029572,2257,75911912,88,172289,21491824,22090552,142,162276,43519893,0,57.0,22705,9166,893373,43108103,1
Bihar,SC,6,5977440,5506500,280,11469431,29,22007,3110346,3198313,24,27923,6241416,0,56.0,4698,465,173346,6252652,0
Punjab,Total,13,11505719,10171708,759,21417761,1583,107204,7224010,6421476,286,63515,13370605,13,64.0,9374,2451,67187,13609036,40
Lakshadweep,ST,1,29964,28840,0,58844,0,169,24751,24344,0,612,48834,0,84.0,48,0,131,48548,1
Grand Total,Grand Total,548,505745201,468014779,48041,974603541,117735,1893877,335677838,313277248,12869,4235169,637779763,2994,67.0,533021,515379,6384392,636060742,9488
Telangana,Total,17,16636010,16804965,2803,33802593,3537,16183,10776210,11032668,838,214415,21849489,3,66.0,8963,14642,103398,21963559,70
Jammu and Kashmir,GEN,5,4592298,4244000,168,8687306,0,77576,2656127,2440175,51,51919,5066759,0,59.0,8153,3520,35405,5059129,13
Karnataka,GEN,21,21098180,21015073,3497,41912258,3118,41220,14760199,14339654,760,138804,29388545,0,71.0,23446,8060,165381,29301011,137
Dadra & Nagar Haveli and Daman & Diu,Total,2,214610,201322,0,423677,65,23,149508,144546,0,544,296621,0,71.0,74,0,6044,289281,3
NCT OF Delhi,GEN,6,6790670,5799897,983,12519874,620,10991,3978384,3371362,281,21738,7538324,0,58.0,1754,636,35722,7389467,112
Chandigarh,GEN,1,339873,317922,35,673164,44,743,232082,210442,27,838,451863,1,68.0,110,0,2959,439075,9
Tamil Nadu,GEN,32,25695066,25517250,7123,52196993,3136,63461,17288230,17745455,2289,256321,35845746,0,69.0,38022,25345,371221,35384547,255
Uttar Pradesh,Total,79,81068552,71411392,6763,153713583,853,300522,45904412,41268595,844,276610,88485345,0,58.0,38227,47464,628042,87939912,1121
Rajasthan,Total,25,27978874,26142468,625,52892973,289,143711,16990486,15826650,339,378719,33689423,0,61.0,43809,3543,277770,32263875,681
Dadra & Nagar Haveli and Daman & Diu,Total,2,214609,198830,0,421435,65,23,148965,145238,0,541,300379,0,71.0,75,0,6173,294824,3
Chhattisgarh,ST,4,3365018,3525195,157,6687055,3,10242,2526874,2642927,71,16381,5153398,0,78.0,2845,2203,99512,5126198,47
Maharashtra,SC,5,5000991,4554512,466,9485052,97,12346,3203729,2689488,137,20352,5892214,0,62.0,3545,3191,21646,5843059,221
Himachal Pradesh,SC,1,688718,650894,12,1332693,11,8225,491769,460082,8,11933,952912,0,71.0,864,491,6006,958347,8
Jammu and Kashmir,GEN,5,4553224,4289720,165,8752222,0,74800,2737418,2421158,51,50711,5234514,0,60.0,8145,3545,34330,5097979,13
Bihar,Total,40,39847640,37101332,2244,77840975,90,167221,21430041,22110107,140,161486,44066791,0,56.0,22671,8938,910735,42078450,1
Jharkhand,Total,14,12924735,12663191,423,26307308,130,45273,8236764,8609938,160,181366,17381574,0,66.0,11507,25117,195419,16830719,10
Punjab,GEN,9,7855799,6990807,568,15364454,1320,76681,5193384,4386707,201,47821,9691416,8,63.0,8279,2427,43334,9660660,31
Chandigarh,Total,1,348031,324605,35,673289,44,733,237154,209849,27,843,443164,1,67.0,108,0,2859,445825,9
Andhra Pradesh,SC,4,3110620,3207608,392,6428519,1111,9691,2671883,2663396,149,77160,5418229,0,84.0,5222,15041,54511,5448118,74
Karnataka,GEN,21,21182637,20844158,3460,41463037,3042,41092,14733579,14370989,753,142015,29868660,0,71.0,22939,8161,167764,29283265,139
Tamil Nadu,Total,40,30676810,31536604,8546,62497437,3481,70960,21491175,22221241,2658,305616,44084888,0,70.0,44973,49500,458592,44009573,340
Rajasthan,Total,25,27569592,25216110,639,53521165,292,138979,17055778,15588258,332,375976,32841263,0,62.0,43739,3529,283716,32814600,678
Karnataka,SC,5,4775946,4667402,910,9457541,26,4601,3394889,3284469,198,28528,6805894,0,70.0,3841,1133,33001,6575142,25
Rajasthan,GEN,18,20256253,18784079,445,39332094,201,114980,12708047,11423925,242,285749,24302284,0,62.0,32975,2957,191904,24550311,533
Bihar,Total,40,40077698,36558563,2206,77260069,90,171527,21901108,21697223,141,161226,43554402,0,57.0,22622,8964,881697,42572630,1
Andaman & Nicobar Islands,GEN,1,163204,151131,4,319232,0,602,103901,97423,2,611,199660,0,64.0,83,0,1798,203639,0
Himachal Pradesh,SC,1,688963,660010,12,1345035,11,8298,498658,461468,8,11838,976145,0,72.0,863,482,5856,955733,8
Sikkim,GEN,1,237405,234688,3,464935,0,2542,185260,183650,2,18851,394521,0,84.0,2599,996,2477,389804,16
Dadra & Nagar Haveli and Daman & Diu,ST,1,148904,133741,0,288273,0,11,107845,97992,0,375,204895,0,73.0,37,0,5170,198034,0
Chhattisgarh,ST,4,3379747,3525095,154,6691168,3,10206,2559561,2665402,73,16122,5237829,0,77.0,2853,2231,97786,5177661,46
Uttar Pradesh,SC,17,17199105,15069253,1246,32841310,64,55276,9801281,8705804,134,59200,18361390,0,57.0,9836,7774,153425,18154123,3
Nagaland,Total,1,673240,673805,0,1330948,0,7912,382318,383449,0,5976,765966,0,57.0,2412,3392,1629,774004,6
Tamil Nadu,Total,38,31132461,31755921,8605,61880802,3404,69861,21047712,22007504,2703,304478,43843049,0,70.0,46747,48459,458403,43059776,334
West Bengal,Total,42,38008630,37882756,1791,77292027,217,114404,29896823,30396759,574,293078,59716480,0,80.0,44322,27199,520014,60272102,263
Kerala,Total,20,13449937,14248514,373,27828083,89363,57185,9514006,10309583,150,254004,20186831,2709,71.0,34067,18943,158524,19576306,591
Tripura,ST,1,717982,694564,13,1402346,0,4629,559495,549589,4,13496,1115400,0,83.0,932,769,18056,1096451,2
Manipur,Total,2,982248,1035238,246,2088703,0,21462,754352,828608,119,17168,1582923,0,79.0,4826,7138,10908,1603113,12
Tamil Nadu,GEN,32,24815654,26159935,7096,51406281,3083,63416,17690065,17769179,2274,257062,35868171,0,70.0,37939,25160,371917,35880623,261
Haryana,GEN,8,8808560,7707774,352,16159022,608,101838,5565839,4814740,58,57626,10515135,34,65.0,11499,5525,32932,10354221,78
Odisha,GEN,13,10714830,10434161,2421,20609847,138,32466,7844011,7631261,514,90881,15719610,0,74.0,13699,36605,162690,15342084,129
Odisha,ST,5,3770361,3891292,691,7636131,37,9135,2941479,3088162,205,36424,5891423,0,77.0,7074,18151,142705,5758221,535
Sikkim,GEN,1,239426,235966,3,473771,0,2528,187829,181578,2,18468,381722,0,82.0,2594,1014,2556,383009,16
Gujarat,GEN,19,18705492,18073551,1293,37049633,774,23870,12086906,9807090,384,247313,22436029,2,59.0,25724,10070,316143,21280976,96
NCT OF Delhi,SC,1,1398707,1171445,257,2553753,27,1859,815239,679084,64,4976,1488946,0,57.0,330,2798,8938,1491698,17
Ladakh,Total,1,98679,92246,0,189763,0,5823,65475,66603,0,3067,136461,0,72.0,140,0,895,137089,0
Gujarat,ST,4,3851663,3811033,79,7513842,44,2427,2631331,2463201,25,43306,5136735,0,66.0,3666,4907,106979,4957256,9
Bihar,Total,40,41116723,36382981,2226,78168609,89,168781,21652684,22019849,140,163595,43054546,0,56.0,23346,9176,888734,42355160,1
Goa,Total,2,581516,611555,12,1180806,82,306,426289,470714,9,11081,901799,0,77.0,878,0,11379,908554,22
Andhra Pradesh,GEN,20,16653399,16662262,2982,32913822,6645,56078,13383134,13539304,1343,407484,27456883,196,81.0,33449,73749,300659,26770772,169
Karnataka,ST,2,1930890,1975592,568,3926775,35,778,1338986,1323510,112,8414,2676002,0,68.0,1121,4197,17751,2633526,1
Maharashtra,Total,48,48024141,45454850,5758,92673961,5179,117390,31020653,26794377,1433,236894,58117754,17,61.0,29830,40233,413763,56575700,4119
Andhra Pradesh,Total,25,20064981,21056842,3463,41779309,7946,69201,16519696,16739603,1505,515327,33825977,197,82.0,39682,91292,399597,32737658,249
Gujarat,ST,4,3774883,3694169,79,7561004,43,2410,2651050,2423934,25,42826,5019195,0,68.0,3630,4795,108225,4886421,9
Grand Total,Grand Total,549,501050826,473313790,48132,974983212,120372,1883593,325554742,316561095,12995,4233006,653152930,2901,67.0,528225,526138,6447509,630183184,9510
Telangana,Total,17,16810622,16987665,2766,32595473,3529,15934,11029892,11094667,839,218908,21934479,3,66.0,8749,14720,103424,21487906,70
Mizoram,Total,1,416084,447541,0,859032,0,4904,241419,248034,0,4616,484083,0,58.0,192,294,1910,493130,0
Meghalaya,Total,2,1082464,1142699,3,2254344,5,3810,807967,881367,3,9430,1730594,0,76.0,1231,1840,16671,1695385,18
West Bengal,Total,42,39116731,37749376,1750,76493639,219,113248,30362239,30517321,571,289522,59565564,0,79.0,43730,27201,519714,60890563,259
Madhya Pradesh,ST,6,5985957,5959922,197,11774843,4,7360,4362349,4162995,105,23245,8514063,0,73.0,4064,432,123266,8423988,41
Jammu and Kashmir,GEN,5,4463508,4236075,165,8730819,0,75871,2675627,2402904,53,50123,5064111,0,59.0,8124,3569,34420,5064380,13
Jharkhand,SC,1,1161298,1079143,1,2211716,0,5077,673732,683029,1,18415,1366352,0,63.0,1283,0,23922,1346119,0
Chhattisgarh,SC,1,1028998,1042570,26,2029508,0,2189,691205,703025,16,5930,1370203,0,68.0,870,1829,5215,1374773,23
Chhattisgarh,Total,11,10371794,10455767,730,21003477,15,20264,7596415,7670977,219,43771,14930203,0,72.0,6000,16033,135042,15065512,208
Himachal Pradesh,GEN,3,2170380,2148400,23,4405388,23,57989,1491172,1555232,19,67577,3164766,0,73.0,8741,1155,17378,3095352,25
Assam,Total,14,12203392,12150550,397,24376101,19,66922,9935831,10022884,74,126867,19921680,0,82.0,19714,38042,240091,20071871,121
Karnataka,Total,28,27529199,26985871,5084,53688924,3197,46294,19308447,19550055,1057,179428,39239847,0,70.0,28702,13272,216877,37830121,167
Dadra & Nagar Haveli and Daman & Diu,Total,2,216009,201983,0,418227,65,23,148115,146357,0,544,301224,0,73.0,76,0,6018,288831,3
Jharkhand,SC,1,1157858,1101419,1,2221679,0,4962,679255,689215,1,18150,1383041,0,61.0,1317,0,24067,1363256,0
Sikkim,GEN,1,235624,227408,3,462476,0,2506,183715,182890,2,18937,389556,0,85.0,2590,993,2505,375649,16
Mizoram,ST,1,422048,434449,0,858747,0,4975,243811,249441,0,4618,500315,0,57.0,190,298,1890,485873,0
Assam,SC,1,694039,687540,24,1401089,0,5077,538713,530560,6,8189,1100794,0,78.0,1517,0,12750,1091241,0
Karnataka,GEN,21,20518271,20663614,3567,41858767,3036,42020,14922146,14283588,750,138430,29646505,0,70.0,23102,8188,168582,29224389,137
Chhattisgarh,ST,4,3373760,3403003,154,6770364,3,10357,2582521,2621118,71,16673,5126175,0,77.0,2757,2204,98370,5175266,48
Maharashtra,SC,5,4847381,4615868,471,9632358,98,12217,3144576,2773775,137,20760,5984149,0,61.0,3572,3230,22125,5821655,223
Meghalaya,ST,2,1102433,1105570,3,2188274,5,3960,806876,893397,3,9186,1694499,0,75.0,1258,1811,16761,1668862,18
NCT OF Delhi,SC,1,1375660,1198273,267,2569068,27,1887,812497,664045,63,4866,1514603,0,59.0,322,2821,8900,1485067,17
Jammu and Kashmir,GEN,5,4535541,4270118,165,8849711,0,74983,2720723,2379232,51,50880,5242384,0,59.0,8264,3592,35267,5039447,13
Arunachal Pradesh,Total,2,452279,461016,5,891479,0,5850,329481,365242,2,37588,732793,0,80.0,3945,1162,7094,704582,313
Nagaland,Total,1,677198,668248,0,1342268,0,7854,384741,381024,0,5996,775035,0,59.0,2367,3364,1619,770200,6
Lakshadweep,ST,1,29400,28707,0,58940,0,170,24085,23895,0,626,49143,0,85.0,46,0,132,49041,1
Uttar Pradesh,Total,81,82892908,72404481,6571,151923725,864,304999,45819725,41161359,859,276682,88601854,0,57.0,38017,46448,649397,87356763,1114
